Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39338209,05/31/2018 11:07:00 PM,06/04/2018 07:04:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/04/2018 07:04:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
39337957,05/30/2018 12:00:00 AM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10312,776 KATAN AVENUE,KATAN AVENUE,POMPEY AVE,ANNADALE RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/12/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,936107,139644,Unspecified,STATEN ISLAND,,,,,,,,40.54983549813104,-74.17323533486717,"(40.54983549813104, -74.17323533486717)"
39336804,05/31/2018 09:45:00 AM,06/07/2018 01:56:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10021,1376 YORK AVENUE,YORK AVENUE,E 73 ST,E 74 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,06/07/2018 01:56:00 PM,08 MANHATTAN,MANHATTAN,997252,219001,Unspecified,MANHATTAN,,,,,,,,40.767773986524254,-73.95306119078424,"(40.767773986524254, -73.95306119078424)"
39336644,05/31/2018 12:40:00 PM,06/26/2018 07:18:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10010,152 EAST   25 STREET,EAST   25 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/26/2018 07:18:00 AM,06 MANHATTAN,MANHATTAN,988906,209069,Unspecified,MANHATTAN,,,,,,,,40.74052150496681,-73.98319814691989,"(40.74052150496681, -73.98319814691989)"
39336177,05/31/2018 03:55:00 PM,06/26/2018 07:18:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10033,500 WEST  176 STREET,WEST  176 STREET,AMSTERDAM AVE,AUDUBON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/26/2018 07:18:00 AM,12 MANHATTAN,MANHATTAN,1002710,247112,Unspecified,MANHATTAN,,,,,,,,40.84492118708114,-73.9332798527735,"(40.84492118708114, -73.9332798527735)"
39333030,05/30/2018 12:00:00 AM,06/26/2018 07:18:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11435,139-33 87 DRIVE,87 DRIVE,BEND,143 ST,,,ADDRESS,Jamaica,,N/A,Closed,,06/26/2018 07:18:00 AM,08 QUEENS,QUEENS,1035792,196373,Unspecified,QUEENS,,,,,,,,40.70552516897564,-73.81410070425912,"(40.70552516897564, -73.81410070425912)"
39331023,05/26/2018 12:00:00 AM,06/04/2018 11:08:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10010,601 EAST   20 STREET,EAST   20 STREET,20 STREET LOOP,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Closed,,06/04/2018 11:08:00 AM,06 MANHATTAN,MANHATTAN,991096,206317,Unspecified,MANHATTAN,,,,,,,,40.73296652137936,-73.97529801429054,"(40.73296652137936, -73.97529801429054)"
39327162,05/30/2018 04:48:00 PM,06/26/2018 07:17:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10314,15 WATSON AVENUE,WATSON AVENUE,SHELLEY AVE,RAWSON PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/26/2018 07:17:00 AM,02 STATEN ISLAND,STATEN ISLAND,932464,154638,Unspecified,STATEN ISLAND,,,,,,,,40.59097048657912,-74.1864589287667,"(40.59097048657912, -74.1864589287667)"
39325631,05/30/2018 05:09:00 PM,06/05/2018 11:37:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11356,117-09 12 AVENUE,12 AVENUE,117 ST,118 ST,,,ADDRESS,College Point,,N/A,Closed,,06/05/2018 11:37:00 AM,07 QUEENS,QUEENS,1025692,226244,Unspecified,QUEENS,,,,,,,,40.78756650835265,-73.85034477317143,"(40.78756650835265, -73.85034477317143)"
39323351,05/30/2018 03:10:00 PM,05/31/2018 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10022,435 EAST   52 STREET,EAST   52 STREET,1 AVE,DEAD END,,,ADDRESS,NEW YORK,,N/A,Closed,,05/31/2018 08:57:00 AM,06 MANHATTAN,MANHATTAN,994124,214259,Unspecified,MANHATTAN,,,,,,,,40.754762462583756,-73.96436061670529,"(40.754762462583756, -73.96436061670529)"
39323339,05/30/2018 08:24:00 AM,05/30/2018 10:45:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10036,521 WEST   43 STREET,WEST   43 STREET,AMTRAK-NORTHEAST LINE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/30/2018 10:45:00 AM,04 MANHATTAN,MANHATTAN,985286,216475,Unspecified,MANHATTAN,,,,,,,,40.7608502690862,-73.99626030233077,"(40.7608502690862, -73.99626030233077)"
39317528,05/29/2018 09:22:00 AM,06/20/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10462,2009 CRUGER AVENUE,CRUGER AVENUE,DYRE AVENUE LINE,BRONXDALE AVE,,,ADDRESS,BRONX,,N/A,Closed,,06/20/2018 12:00:00 AM,11 BRONX,BRONX,1021091,249158,Unspecified,BRONX,,,,,,,,40.850479289891744,-73.86683407105077,"(40.850479289891744, -73.86683407105077)"
39313890,05/29/2018 01:14:00 PM,06/26/2018 07:15:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11215,629 UNION STREET,UNION STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/26/2018 07:15:00 AM,06 BROOKLYN,BROOKLYN,988597,186262,Unspecified,BROOKLYN,,,,,,,,40.67792185556894,-73.98432794308253,"(40.67792185556894, -73.98432794308253)"
39313873,05/29/2018 09:56:00 AM,06/26/2018 07:15:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11414,153-25 88 STREET,88 STREET,153 AVE,155 AVE,,,ADDRESS,Howard Beach,,N/A,Closed,,06/26/2018 07:15:00 AM,10 QUEENS,QUEENS,1026505,182093,Unspecified,QUEENS,,,,,,,,40.6663791192054,-73.84768610600199,"(40.6663791192054, -73.84768610600199)"
39312676,05/29/2018 11:42:00 PM,05/31/2018 09:08:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10312,445 ANNADALE ROAD,ANNADALE ROAD,GENESEE AVE,NOTUS AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/31/2018 09:08:00 AM,03 STATEN ISLAND,STATEN ISLAND,935538,140270,Unspecified,STATEN ISLAND,,,,,,,,40.55155063859919,-74.17528729775339,"(40.55155063859919, -74.17528729775339)"
39312507,05/29/2018 10:19:00 AM,05/31/2018 07:28:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10452,1515 MACOMBS ROAD,MACOMBS ROAD,CROMWELL AVE,GOBLE PL,,,ADDRESS,BRONX,,N/A,Closed,,05/31/2018 07:28:00 AM,04 BRONX,BRONX,1007089,246792,Unspecified,BRONX,,,,,,,,40.84403264095015,-73.91745389128857,"(40.84403264095015, -73.91745389128857)"
39311253,05/29/2018 05:26:00 AM,05/30/2018 07:20:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,10065,115 EAST   66 STREET,EAST   66 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/30/2018 07:20:00 AM,08 MANHATTAN,MANHATTAN,993742,218693,Unspecified,MANHATTAN,,,,,,,,40.76693307201473,-73.96573315324179,"(40.76693307201473, -73.96573315324179)"
39310464,05/29/2018 08:33:00 AM,06/07/2018 01:22:00 PM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11229,2113 AVENUE V,AVENUE V,E 21 ST,E 22 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/07/2018 01:22:00 PM,15 BROOKLYN,BROOKLYN,998203,156933,Unspecified,BROOKLYN,,,,,,,,40.59741009820195,-73.94975648779227,"(40.59741009820195, -73.94975648779227)"
39307030,05/28/2018 03:20:00 PM,06/26/2018 07:15:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10035,2333 1 AVENUE,1 AVENUE,E 119 ST,E 120 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,06/26/2018 07:15:00 AM,11 MANHATTAN,MANHATTAN,1002583,230103,Unspecified,MANHATTAN,,,,,,,,40.79823656884915,-73.93378533933878,"(40.79823656884915, -73.93378533933878)"
39303150,05/27/2018 10:02:00 PM,05/29/2018 09:03:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10022,410 EAST   57 STREET,EAST   57 STREET,1 AVE,SUTTON PL,,,ADDRESS,NEW YORK,,N/A,Closed,,05/29/2018 09:03:00 AM,06 MANHATTAN,MANHATTAN,994658,215472,Unspecified,MANHATTAN,,,,,,,,40.75809122567155,-73.96243131053485,"(40.75809122567155, -73.96243131053485)"
39302359,05/27/2018 09:36:00 PM,05/29/2018 11:05:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11375,104-20 68 DRIVE,68 DRIVE,QUEENS BLVD,YELLOWSTONE BLVD,,,ADDRESS,Forest Hills,,N/A,Closed,,05/29/2018 11:05:00 AM,06 QUEENS,QUEENS,1026109,203330,Unspecified,QUEENS,,,,,,,,40.724671547043656,-73.84898156338559,"(40.724671547043656, -73.84898156338559)"
39301649,05/27/2018 01:19:00 PM,06/07/2018 01:19:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11205,40 VANDERBILT AVENUE,VANDERBILT AVENUE,FLUSHING AVE,PARK AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/07/2018 01:19:00 PM,02 BROOKLYN,BROOKLYN,992408,193147,Unspecified,BROOKLYN,,,,,,,,40.69681690894209,-73.97057996861463,"(40.69681690894209, -73.97057996861463)"
39301067,05/27/2018 10:07:00 PM,05/28/2018 06:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10022,410 EAST   57 STREET,EAST   57 STREET,1 AVE,SUTTON PL,,,ADDRESS,NEW YORK,,N/A,Closed,,05/28/2018 06:58:00 AM,06 MANHATTAN,MANHATTAN,994658,215472,Unspecified,MANHATTAN,,,,,,,,40.75809122567155,-73.96243131053485,"(40.75809122567155, -73.96243131053485)"
39299240,05/27/2018 09:23:00 AM,06/03/2018 07:13:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10010,252 EAST   26 STREET,EAST   26 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/03/2018 07:13:00 AM,06 MANHATTAN,MANHATTAN,989800,208868,Unspecified,MANHATTAN,,,,,,,,40.73996929408755,-73.97997218385468,"(40.73996929408755, -73.97997218385468)"
39299227,05/27/2018 06:46:00 PM,06/20/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10454,335 EAST  140 STREET,EAST  140 STREET,ALEXANDER AVE,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,06/20/2018 12:00:00 AM,01 BRONX,BRONX,1005283,234860,Unspecified,BRONX,,,,,,,,40.81128720579492,-73.92401865006592,"(40.81128720579492, -73.92401865006592)"
39297274,05/26/2018 03:38:00 PM,06/06/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11426,245-39B 76 AVENUE,76 AVENUE,77 CRES,77 CRES,,,ADDRESS,Bellerose,,N/A,Closed,,06/06/2018 12:00:00 AM,13 QUEENS,QUEENS,1060436,210453,Unspecified,QUEENS,,,,,,,,40.74399329410696,-73.72505696350315,"(40.74399329410696, -73.72505696350315)"
39296122,05/26/2018 01:13:00 PM,06/06/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10456,601 EAST  163 STREET,EAST  163 STREET,EAGLE AVE,CAULDWELL AVE,,,ADDRESS,BRONX,,N/A,Closed,,06/06/2018 12:00:00 AM,03 BRONX,BRONX,1009826,239419,Unspecified,BRONX,,,,,,,,40.82378838971248,-73.90758977776923,"(40.82378838971248, -73.90758977776923)"
39294126,05/26/2018 07:20:00 AM,05/31/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10036,520 WEST   48 STREET,WEST   48 STREET,AMTRAK-NORTHEAST LINE,11 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/31/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,985929,217601,Unspecified,MANHATTAN,,,,,,,,40.76394075066936,-73.9939389539171,"(40.76394075066936, -73.9939389539171)"
39293407,05/26/2018 10:11:00 AM,05/30/2018 02:27:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10009,412 EAST   11 STREET,EAST   11 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,N/A,Closed,,05/30/2018 02:27:00 PM,03 MANHATTAN,MANHATTAN,988828,204924,Unspecified,MANHATTAN,,,,,,,,40.72914454241453,-73.98348244174373,"(40.72914454241453, -73.98348244174373)"
39291283,05/25/2018 08:02:00 AM,05/28/2018 06:46:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10467,3050 WALLACE AVENUE,WALLACE AVENUE,ADEE AVE,BURKE AVE,,,ADDRESS,BRONX,,N/A,Closed,,05/28/2018 06:46:00 AM,12 BRONX,BRONX,1021782,256352,Unspecified,BRONX,,,,,,,,40.87022172147912,-73.86429609385213,"(40.87022172147912, -73.86429609385213)"
39289496,05/25/2018 03:03:00 AM,06/06/2018 08:51:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11418,100-05 92 AVENUE,92 AVENUE,DEAD END,102 ST,,,ADDRESS,Richmond Hill,,N/A,Closed,,06/06/2018 08:51:00 AM,09 QUEENS,QUEENS,1027357,191007,Unspecified,QUEENS,,,,,,,,40.690841885750984,-73.84455794454543,"(40.690841885750984, -73.84455794454543)"
39289434,05/25/2018 09:04:00 AM,06/07/2018 08:52:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11201,100 WILLOUGHBY STREET,WILLOUGHBY STREET,BRIDGE ST,DUFFIELD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/07/2018 08:52:00 AM,02 BROOKLYN,BROOKLYN,988493,191437,Unspecified,BROOKLYN,,,,,,,,40.692126098332906,-73.9846996311122,"(40.692126098332906, -73.9846996311122)"
39287626,05/25/2018 05:20:00 PM,05/28/2018 06:50:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11413,221-15 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,222 ST,144 AVE,,,ADDRESS,Springfield Gardens,,N/A,Closed,,05/28/2018 06:50:00 AM,13 QUEENS,QUEENS,1052044,181832,Unspecified,QUEENS,,,,,,,,40.665504012842135,-73.75563031954108,"(40.665504012842135, -73.75563031954108)"
39287086,05/25/2018 11:38:00 AM,05/28/2018 06:49:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10010,220 EAST   24 STREET,EAST   24 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/28/2018 06:49:00 AM,06 MANHATTAN,MANHATTAN,989367,208519,Unspecified,MANHATTAN,,,,,,,,40.7390116368682,-73.98153497980344,"(40.7390116368682, -73.98153497980344)"
39285570,05/25/2018 05:15:00 PM,06/06/2018 08:52:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10305,33 SCOTT AVENUE,SCOTT AVENUE,NORWAY AVE,QUINTARD ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/06/2018 08:52:00 AM,02 STATEN ISLAND,STATEN ISLAND,962226,155072,Unspecified,STATEN ISLAND,,,,,,,,40.59228564828232,-74.07930038593608,"(40.59228564828232, -74.07930038593608)"
39285332,05/25/2018 07:50:00 PM,06/06/2018 08:54:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11420,109-83 134 STREET,134 STREET,109 AVE,111 AVE,,,ADDRESS,South Ozone Park,,N/A,Closed,,06/06/2018 08:54:00 AM,10 QUEENS,QUEENS,1037004,189223,Unspecified,QUEENS,,,,,,,,40.68589298250472,-73.80978533082458,"(40.68589298250472, -73.80978533082458)"
39284473,05/25/2018 07:40:00 AM,05/30/2018 02:20:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10030,226 WEST  140 STREET,WEST  140 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,05/30/2018 02:20:00 PM,10 MANHATTAN,MANHATTAN,1000193,237625,Unspecified,MANHATTAN,,,,,,,,40.818887007478146,-73.9423996131376,"(40.818887007478146, -73.9423996131376)"
39620187,07/01/2018 02:58:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11225,288 FENIMORE STREET,FENIMORE STREET,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,09 BROOKLYN,BROOKLYN,997391,179206,Unspecified,BROOKLYN,,,,,,,,40.65854602472227,-73.95263706199889,"(40.65854602472227, -73.95263706199889)"
39620123,07/01/2018 08:20:00 AM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11102,12-02 30 DRIVE,30 DRIVE,12 ST,14 ST,,,ADDRESS,Astoria,,N/A,Open,,,01 QUEENS,QUEENS,1002942,219672,Unspecified,QUEENS,,,,,,,,40.7696055068252,-73.93251773605637,"(40.7696055068252, -73.93251773605637)"
39620121,07/01/2018 03:37:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10027,551 WEST  125 STREET,WEST  125 STREET,AMSTERDAM AVE,OLD BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,,,09 MANHATTAN,MANHATTAN,996081,236032,Unspecified,MANHATTAN,,,,,,,,40.81452113409445,-73.95725864330034,"(40.81452113409445, -73.95725864330034)"
39616843,07/01/2018 01:01:00 PM,,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11212,406 CHESTER STREET,CHESTER STREET,LIVONIA AVE,RIVERDALE AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,16 BROOKLYN,BROOKLYN,1009310,180351,Unspecified,BROOKLYN,,,,,,,,40.66166308524825,-73.90967423779942,"(40.66166308524825, -73.90967423779942)"
39615753,07/01/2018 12:31:00 AM,,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11208,489 SHEPHERD AVENUE,SHEPHERD AVENUE,BELMONT AVE,SUTTER AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,05 BROOKLYN,BROOKLYN,1017439,184258,Unspecified,BROOKLYN,,,,,,,,40.6723601820366,-73.88035503058484,"(40.6723601820366, -73.88035503058484)"
39614958,07/01/2018 10:58:00 AM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11207,295 ASHFORD STREET,ASHFORD STREET,LIBERTY AVE,GLENMORE AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,05 BROOKLYN,BROOKLYN,1016019,185317,Unspecified,BROOKLYN,,,,,,,,40.67527210619362,-73.88546907429695,"(40.67527210619362, -73.88546907429695)"
39608936,06/30/2018 04:46:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10016,220 EAST   27 STREET,EAST   27 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,06 MANHATTAN,MANHATTAN,989659,209238,Unspecified,MANHATTAN,,,,,,,,40.74098493943759,-73.98048070110619,"(40.74098493943759, -73.98048070110619)"
39607128,06/30/2018 10:37:00 AM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11206,446 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVE,MARCY AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,03 BROOKLYN,BROOKLYN,997662,191971,Unspecified,BROOKLYN,,,,,,,,40.69358265923527,-73.95163491871767,"(40.69358265923527, -73.95163491871767)"
39604969,06/29/2018 01:23:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10308,137 OAKDALE STREET,OAKDALE STREET,CLOVERDALE AVE,ELMWOOD AVE,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,03 STATEN ISLAND,STATEN ISLAND,940810,137910,Unspecified,STATEN ISLAND,,,,,,,,40.54510028658935,-74.15630120223473,"(40.54510028658935, -74.15630120223473)"
39604642,06/29/2018 09:33:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10016,220 EAST   27 STREET,EAST   27 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,06 MANHATTAN,MANHATTAN,989659,209238,Unspecified,MANHATTAN,,,,,,,,40.74098493943759,-73.98048070110619,"(40.74098493943759, -73.98048070110619)"
39602423,06/29/2018 02:53:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11361,213-41 38 AVENUE,38 AVENUE,BELL BLVD,CORPORAL STONE ST,,,ADDRESS,Bayside,,N/A,Open,,,11 QUEENS,QUEENS,1047358,218661,Unspecified,QUEENS,,,,,,,,40.766625086029805,-73.77217609063145,"(40.766625086029805, -73.77217609063145)"
39602326,06/29/2018 09:08:00 AM,,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11205,40 VANDERBILT AVENUE,VANDERBILT AVENUE,FLUSHING AVE,PARK AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,02 BROOKLYN,BROOKLYN,992408,193147,Unspecified,BROOKLYN,,,,,,,,40.69681690894209,-73.97057996861463,"(40.69681690894209, -73.97057996861463)"
39600001,06/29/2018 08:25:00 PM,,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11415,83-83 118 STREET,118 STREET,CURZON RD,84 AVE,,,ADDRESS,Kew Gardens,,N/A,Open,,,09 QUEENS,QUEENS,1030272,196118,Unspecified,QUEENS,,,,,,,,40.70485568722767,-73.83401167657811,"(40.70485568722767, -73.83401167657811)"
39599992,06/29/2018 06:06:00 PM,,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11433,110-58 168 STREET,168 STREET,110 RD,111 AVE,,,ADDRESS,Jamaica,,N/A,Open,,,12 QUEENS,QUEENS,1044161,192172,Unspecified,QUEENS,,,,,,,,40.69394173357013,-73.78395326720124,"(40.69394173357013, -73.78395326720124)"
39599005,06/29/2018 12:36:00 PM,,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11419,134-20 95 AVENUE,95 AVENUE,134 ST,VAN WYCK EP SB EN ATLANTIC AVE,,,ADDRESS,South Richmond Hill,,N/A,Open,,,09 QUEENS,QUEENS,1035651,192878,Unspecified,QUEENS,,,,,,,,40.695933053242754,-73.8146359296179,"(40.695933053242754, -73.8146359296179)"
39597839,06/29/2018 09:29:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10016,220 EAST   27 STREET,EAST   27 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,06 MANHATTAN,MANHATTAN,989659,209238,Unspecified,MANHATTAN,,,,,,,,40.74098493943759,-73.98048070110619,"(40.74098493943759, -73.98048070110619)"
39597794,06/29/2018 11:35:00 AM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10452,115 WEST  172 STREET,WEST  172 STREET,SHAKESPEARE AVE,NELSON AVE,,,ADDRESS,BRONX,,N/A,Open,,,04 BRONX,BRONX,1006193,246760,Unspecified,BRONX,,,,,,,,40.84394708235367,-73.92069237211818,"(40.84394708235367, -73.92069237211818)"
39595197,06/28/2018 12:25:00 PM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11213,346 NEW YORK AVENUE,NEW YORK AVENUE,PRESIDENT ST,CARROLL ST,,,ADDRESS,BROOKLYN,,N/A,Open,,,09 BROOKLYN,BROOKLYN,998697,182573,Unspecified,BROOKLYN,,,,,,,,40.66778565856192,-73.94792274878898,"(40.66778565856192, -73.94792274878898)"
39589471,06/28/2018 10:52:00 AM,,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10025,789 WEST END AVENUE,WEST END AVENUE,W 98 ST,W 99 ST,,,ADDRESS,NEW YORK,,N/A,Open,,,07 MANHATTAN,MANHATTAN,991990,229598,Unspecified,MANHATTAN,,,,,,,,40.79686610949602,-73.97204544359,"(40.79686610949602, -73.97204544359)"
39588286,06/28/2018 02:40:00 PM,06/29/2018 07:14:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11229,2247 EAST   27 STREET,EAST   27 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/29/2018 07:14:00 AM,15 BROOKLYN,BROOKLYN,999771,156731,Unspecified,BROOKLYN,,,,,,,,40.59685304181056,-73.94411072477361,"(40.59685304181056, -73.94411072477361)"
39588187,06/28/2018 09:53:00 AM,,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10026,130 WEST  111 STREET,WEST  111 STREET,ST NICHOLAS AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Open,,,10 MANHATTAN,MANHATTAN,997186,230508,Unspecified,MANHATTAN,,,,,,,,40.7993577324916,-73.95327730126698,"(40.7993577324916, -73.95327730126698)"
